sentence,tags,tokens,numeric_tags
"Besides chest and abdomen computed tomography (CT), enhanced cranial magnetic resonance image (MRI) and bone emission computed tomography (ECT) showed enlarged mediastinal, nd also celiac lymph nodes (Fig.1A), without obvious involvement of supraclavicular lymph nodes.","['O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Detailed_description', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Sign_symptom', 'B-Biological_structure', 'O', 'O', 'B-Biological_structure', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Biological_structure', 'B-Biological_structure', 'I-Biological_structure']","['besides', 'chest', 'and', 'abdomen', 'computed', 'tomography', 'ct', 'enhanced', 'cranial', 'magnetic', 'resonance', 'image', 'mri', 'and', 'bone', 'emission', 'computed', 'tomography', 'ect', 'showed', 'enlarged', 'mediastinal', 'nd', 'also', 'celiac', 'lymph', 'nodes', 'fig1a', 'without', 'obvious', 'involvement', 'of', 'supraclavicular', 'lymph', 'nodes']","[0, 11, 0, 11, 19, 20, 0, 13, 11, 19, 20, 20, 0, 0, 11, 19, 20, 20, 0, 0, 9, 11, 0, 0, 11, 11, 12, 0, 0, 0, 9, 0, 11, 11, 12]"
"Concurrently, the CT showed an isolated, irregular pulmonary tumor (Fig.1B).","['O', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Biological_structure', 'B-Sign_symptom', 'O']","['concurrently', 'the', 'ct', 'showed', 'an', 'isolated', 'irregular', 'pulmonary', 'tumor', 'fig1b']","[0, 0, 19, 0, 0, 13, 13, 11, 9, 0]"
"Positron emission tomography was not carried out, because it was not covered by health insurance of this patient.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['positron', 'emission', 'tomography', 'was', 'not', 'carried', 'out', 'because', 'it', 'was', 'not', 'covered', 'by', 'health', 'insurance', 'of', 'this', 'patient']","[19, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Therefore, this patient was clinically staged as cT3NxM1 according to the 7th edition of American Joint Committee on Cancer TNM staging system for esophageal cancer.","['O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'B-Disease_disorder', 'I-Disease_disorder']","['therefore', 'this', 'patient', 'was', 'clinically', 'staged', 'as', 'ct3nxm1', 'according', 'to', 'the', '7th', 'edition', 'of', 'american', 'joint', 'committee', 'on', 'cancer', 'tnm', 'staging', 'system', 'for', 'esophageal', 'cancer']","[0, 0, 0, 0, 19, 20, 0, 23, 0, 0, 0, 13, 14, 14, 14, 14, 14, 0, 14, 14, 14, 14, 0, 25, 26]"
"CT-guided percutaneous pulmonary biopsy was avoided, with the aim to diminish the risk of tumor dissemination.","['B-Detailed_description', 'B-Detailed_description', 'B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ct-guided', 'percutaneous', 'pulmonary', 'biopsy', 'was', 'avoided', 'with', 'the', 'aim', 'to', 'diminish', 'the', 'risk', 'of', 'tumor', 'dissemination']","[13, 13, 11, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Single-stage resection of the esophageal and pulmonary lesions was assumed to be reasonable after multidisciplinary consultation, which was approved by Ethical Committee of Xuzhou Central Hospital.","['B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['single-stage', 'resection', 'of', 'the', 'esophageal', 'and', 'pulmonary', 'lesions', 'was', 'assumed', 'to', 'be', 'reasonable', 'after', 'multidisciplinary', 'consultation', 'which', 'was', 'approved', 'by', 'ethical', 'committee', 'of', 'xuzhou', 'central', 'hospital']","[13, 33, 0, 0, 11, 0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Because the prognosis of this patient probably was extremely poor without targeted antibodies, which he could not afford for financial reasons.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['because', 'the', 'prognosis', 'of', 'this', 'patient', 'probably', 'was', 'extremely', 'poor', 'without', 'targeted', 'antibodies', 'which', 'he', 'could', 'not', 'afford', 'for', 'financial', 'reasons']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34, 0, 0, 0, 0, 0, 0, 0, 0]"
"After his informed consent, simultaneous Ivor-Lewis esophagectomy and right upper lobectomy were performed successfully, under general anesthesia, after double-lumen endotracheal intubation, followed by systemic dissection of lymph nodes located in mediastinum and abdomen, in accordance with the principles of oncological surgery.","['O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'B-Detailed_description', 'I-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Medication', 'I-Medication', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['after', 'his', 'informed', 'consent', 'simultaneous', 'ivor-lewis', 'esophagectomy', 'and', 'right', 'upper', 'lobectomy', 'were', 'performed', 'successfully', 'under', 'general', 'anesthesia', 'after', 'double-lumen', 'endotracheal', 'intubation', 'followed', 'by', 'systemic', 'dissection', 'of', 'lymph', 'nodes', 'located', 'in', 'mediastinum', 'and', 'abdomen', 'in', 'accordance', 'with', 'the', 'principles', 'of', 'oncological', 'surgery']","[0, 0, 0, 0, 13, 13, 33, 0, 13, 14, 33, 0, 0, 0, 0, 57, 58, 0, 13, 13, 33, 0, 0, 13, 33, 0, 11, 12, 0, 0, 11, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]"
"The operation time was 290 minutes, without obvious bleeding during the surgery.","['O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'O']","['the', 'operation', 'time', 'was', '290', 'minutes', 'without', 'obvious', 'bleeding', 'during', 'the', 'surgery']","[0, 0, 0, 0, 37, 38, 0, 0, 9, 0, 0, 0]"
"Postoperative pathological staining of the specimen revealed pleomorphic cells and abundant melanin granules (Fig.1C), whereas immunohistochemical tests demonstrated positive expression of human melanoma black 45 (HMB45), microtubule-associated protein tau 1 (MAPT1), melan A and S100, and negative expression of desmin, synaptophysin, and epithelial membrane antigen (EMA), which was consistent with melanoma.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'B-Diagnostic_procedure', 'B-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder']","['postoperative', 'pathological', 'staining', 'of', 'the', 'specimen', 'revealed', 'pleomorphic', 'cells', 'and', 'abundant', 'melanin', 'granules', 'fig1c', 'whereas', 'immunohistochemical', 'tests', 'demonstrated', 'positive', 'expression', 'of', 'human', 'melanoma', 'black', '45', 'hmb45', 'microtubule-associated', 'protein', 'tau', '1', 'mapt1', 'melan', 'a', 'and', 's100', 'and', 'negative', 'expression', 'of', 'desmin', 'synaptophysin', 'and', 'epithelial', 'membrane', 'antigen', 'ema', 'which', 'was', 'consistent', 'with', 'melanoma']","[0, 19, 20, 0, 0, 0, 0, 9, 10, 0, 0, 9, 10, 0, 0, 19, 20, 0, 23, 24, 0, 19, 20, 20, 20, 0, 19, 20, 20, 20, 0, 19, 20, 0, 19, 0, 23, 24, 0, 19, 19, 0, 19, 20, 20, 0, 0, 0, 0, 0, 25]"
The resection margin and dissected lymph nodes were pathologically tumor-negative.,"['O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O']","['the', 'resection', 'margin', 'and', 'dissected', 'lymph', 'nodes', 'were', 'pathologically', 'tumor-negative']","[0, 11, 12, 0, 11, 12, 12, 0, 0, 0]"
"In addition, molecular study of the patient indicated mutation of V-raf murine sarcoma viral oncogene homolog B1 (BRAF) V600E.","['O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O']","['in', 'addition', 'molecular', 'study', 'of', 'the', 'patient', 'indicated', 'mutation', 'of', 'v-raf', 'murine', 'sarcoma', 'viral', 'oncogene', 'homolog', 'b1', 'braf', 'v600e']","[0, 0, 19, 20, 0, 0, 0, 0, 9, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0]"
"Based on these findings, a diagnosis of advanced PMME was tentatively established as stage IV (pT3N0M1), because there was insufficient evidence to distinguish synchronous primary pulmonary melanoma from metastasis for this patient.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Severity', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['based', 'on', 'these', 'findings', 'a', 'diagnosis', 'of', 'advanced', 'pmme', 'was', 'tentatively', 'established', 'as', 'stage', 'iv', 'pt3n0m1', 'because', 'there', 'was', 'insufficient', 'evidence', 'to', 'distinguish', 'synchronous', 'primary', 'pulmonary', 'melanoma', 'from', 'metastasis', 'for', 'this', 'patient']","[0, 0, 0, 0, 0, 0, 0, 49, 25, 0, 0, 0, 0, 23, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The postoperative recovery was mainly uneventful, and the patient was discharged 14 days after surgery.","['O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'O', 'O', 'B-Clinical_event', 'B-Date', 'I-Date', 'I-Date', 'I-Date']","['the', 'postoperative', 'recovery', 'was', 'mainly', 'uneventful', 'and', 'the', 'patient', 'was', 'discharged', '14', 'days', 'after', 'surgery']","[0, 33, 34, 0, 23, 24, 0, 0, 0, 0, 5, 39, 40, 40, 40]"
"Subsequently, 4 cycles of adjuvant conventional chemotherapy with an interval of 3 weeks were completed, with controlled moderate toxic effects including thrombocytopenia, leukopenia, nausea, vomiting, and diarrhea.","['O', 'B-Dosage', 'I-Dosage', 'O', 'B-Detailed_description', 'B-Detailed_description', 'B-Medication', 'O', 'B-Dosage', 'I-Dosage', 'I-Dosage', 'I-Dosage', 'I-Dosage', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'B-Sign_symptom', 'B-Sign_symptom', 'B-Sign_symptom', 'O', 'B-Sign_symptom']","['subsequently', '4', 'cycles', 'of', 'adjuvant', 'conventional', 'chemotherapy', 'with', 'an', 'interval', 'of', '3', 'weeks', 'were', 'completed', 'with', 'controlled', 'moderate', 'toxic', 'effects', 'including', 'thrombocytopenia', 'leukopenia', 'nausea', 'vomiting', 'and', 'diarrhea']","[0, 59, 60, 0, 13, 13, 57, 0, 59, 60, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 9, 0, 9]"
"The detailed chemotherapy regimen is as follows: paclitaxel liposome for injection on day 1 and day 8 (135 mg per square meter of body surface area; Nanjing Luye Sike Pharmaceutical Co., Ltd., Jiangsu, China.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'I-Medication', 'O', 'B-Administration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'detailed', 'chemotherapy', 'regimen', 'is', 'as', 'follows', 'paclitaxel', 'liposome', 'for', 'injection', 'on', 'day', '1', 'and', 'day', '8', '135', 'mg', 'per', 'square', 'meter', 'of', 'body', 'surface', 'area', 'nanjing', 'luye', 'sike', 'pharmaceutical', 'co', 'ltd', 'jiangsu', 'china']","[0, 0, 0, 0, 0, 0, 0, 57, 58, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"), tegafur injection on day 2 to 4 (1000 mg per square meter of body-surface area; Shandong Qilu Pharmaceutical Co., Ltd., Jinan, China.)","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['', 'tegafur', 'injection', 'on', 'day', '2', 'to', '4', '1000', 'mg', 'per', 'square', 'meter', 'of', 'body-surface', 'area', 'shandong', 'qilu', 'pharmaceutical', 'co', 'ltd', 'jinan', 'china']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"plus cis-platinum on day 2 to 3 (75 mg per square meter of body-surface area; Shandong Qilu Pharmaceutical Co., Ltd., Jinan, China).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['plus', 'cis-platinum', 'on', 'day', '2', 'to', '3', '75', 'mg', 'per', 'square', 'meter', 'of', 'body-surface', 'area', 'shandong', 'qilu', 'pharmaceutical', 'co', 'ltd', 'jinan', 'china']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This patient suffered from moderate leukopenia/ myelosuppression after the second cycle of TPF chemotherapy, and he recovered quickly after the administration of granulocyte colony-stimulating factor (G-CSF).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication']","['this', 'patient', 'suffered', 'from', 'moderate', 'leukopenia/', 'myelosuppression', 'after', 'the', 'second', 'cycle', 'of', 'tpf', 'chemotherapy', 'and', 'he', 'recovered', 'quickly', 'after', 'the', 'administration', 'of', 'granulocyte', 'colony-stimulating', 'factor', 'g-csf']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57]"
"Concurrently, recombinant human interferon alpha-2b (Harbin pharmaceutical group biological engineering Co., Ltd, Harbin, China) was administrated via hypodermic injection thereafter (6000 units every 3 days; Fig.2), lasting for 1 year.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Dosage', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['concurrently', 'recombinant', 'human', 'interferon', 'alpha-2b', 'harbin', 'pharmaceutical', 'group', 'biological', 'engineering', 'co', 'ltd', 'harbin', 'china', 'was', 'administrated', 'via', 'hypodermic', 'injection', 'thereafter', '6000', 'units', 'every', '3', 'days', 'fig2', 'lasting', 'for', '1', 'year']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The patient was followed up continuously after the surgery.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'patient', 'was', 'followed', 'up', 'continuously', 'after', 'the', 'surgery']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chest and abdomen CT, cranial MRI, bone ECT, and thorough physical examination were carried out every 3 months.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['chest', 'and', 'abdomen', 'ct', 'cranial', 'mri', 'bone', 'ect', 'and', 'thorough', 'physical', 'examination', 'were', 'carried', 'out', 'every', '3', 'months']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Encouragingly, the patient survived without loco-regional recurrence or remote metastasis during the follow-up of two and a half years up to now (Fig.3).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['encouragingly', 'the', 'patient', 'survived', 'without', 'loco-regional', 'recurrence', 'or', 'remote', 'metastasis', 'during', 'the', 'follow-up', 'of', 'two', 'and', 'a', 'half', 'years', 'up', 'to', 'now', 'fig3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A 34-year-old woman, 1 week postpartum, presented to our dermatology clinic with an intensely pruritic generalized rash.","['O', 'B-Age', 'B-Sex', 'B-History', 'I-History', 'I-History', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'I-Nonbiological_location', 'O', 'O', 'B-Severity', 'B-Detailed_description', 'B-Detailed_description', 'B-Sign_symptom']","['a', '34-year-old', 'woman', '1', 'week', 'postpartum', 'presented', 'to', 'our', 'dermatology', 'clinic', 'with', 'an', 'intensely', 'pruritic', 'generalized', 'rash']","[0, 1, 3, 15, 16, 16, 5, 0, 0, 7, 8, 0, 0, 49, 13, 13, 9]"
"Two days after delivery of her child, the patient developed an itchy rash on the abdomen.","['B-Date', 'I-Date', 'I-Date', 'B-Clinical_event', 'I-Clinical_event', 'I-Clinical_event', 'I-Clinical_event', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure']","['two', 'days', 'after', 'delivery', 'of', 'her', 'child', 'the', 'patient', 'developed', 'an', 'itchy', 'rash', 'on', 'the', 'abdomen']","[39, 40, 40, 5, 6, 6, 6, 0, 0, 0, 0, 13, 9, 0, 0, 11]"
"On discharge, she was instructed to follow up with the dermatology department if the rash did not resolve.","['O', 'B-Clinical_event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['on', 'discharge', 'she', 'was', 'instructed', 'to', 'follow', 'up', 'with', 'the', 'dermatology', 'department', 'if', 'the', 'rash', 'did', 'not', 'resolve']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After leaving the hospital, she reported that the eruption had progressively spread to the buttocks and legs and the itching seemed to be worse.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'O', 'O', 'B-Biological_structure', 'O', 'B-Biological_structure', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'O']","['after', 'leaving', 'the', 'hospital', 'she', 'reported', 'that', 'the', 'eruption', 'had', 'progressively', 'spread', 'to', 'the', 'buttocks', 'and', 'legs', 'and', 'the', 'itching', 'seemed', 'to', 'be', 'worse']","[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 13, 14, 0, 0, 11, 0, 11, 0, 0, 9, 0, 0, 0, 0]"
The patient's prenatal course was uneventful.,"['O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Lab_value']","['the', ""patient's"", 'prenatal', 'course', 'was', 'uneventful']","[0, 0, 9, 10, 0, 23]"
"She gained 13 kg during pregnancy, with a prepregnancy weight of 72 kg.","['O', 'B-Sign_symptom', 'B-Lab_value', 'I-Lab_value', 'B-Detailed_description', 'I-Detailed_description', 'O', 'O', 'B-Detailed_description', 'O', 'O', 'B-Weight', 'I-Weight']","['she', 'gained', '13', 'kg', 'during', 'pregnancy', 'with', 'a', 'prepregnancy', 'weight', 'of', '72', 'kg']","[0, 9, 23, 24, 13, 14, 0, 0, 13, 0, 0, 79, 80]"
A healthy male neonate was delivered by caesarean section at 38 weeks' gestation without complication.,"['O', 'B-Detailed_description', 'B-Detailed_description', 'B-Subject', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Sign_symptom']","['a', 'healthy', 'male', 'neonate', 'was', 'delivered', 'by', 'caesarean', 'section', 'at', '38', ""weeks'"", 'gestation', 'without', 'complication']","[0, 13, 13, 71, 0, 0, 0, 33, 34, 23, 24, 24, 24, 0, 9]"
